time,prob
1.364156723022461,0.7433259176863182
1.9413230419158936,0.7436024305555555
2.5625016689300537,0.7439670138888889
2.5878167152404785,0.7439670138888889
3.14585542678833,0.7457812500000001
3.169900894165039,0.7457812500000001
3.7660863399505615,0.745703125
3.792487621307373,0.745703125
4.409083366394043,0.7455295138888889
4.443070650100708,0.7455295138888889
5.080678224563599,0.7448307291666667
5.119017601013184,0.7448307291666667
5.699620008468628,0.7454166666666666
5.725758790969849,0.7454166666666666
6.334264039993286,0.7458203125
6.3583245277404785,0.7458203125
6.910886764526367,0.7453125
6.936526536941528,0.7453125
7.596500396728516,0.7448697916666667
7.6297502517700195,0.7448697916666667
8.247368097305298,0.745625
8.297400951385498,0.745625
9.03235125541687,0.7452907986111111
9.06998085975647,0.7452907986111111
9.779707431793213,0.7439670138888889
9.838066816329956,0.7439670138888889
10.479228496551514,0.7753689236111111
10.512126445770264,0.7753689236111111
11.295639276504517,0.7920442708333333
11.326543092727661,0.7920442708333333
12.031470775604248,0.7537803819444444
12.061085939407349,0.7537803819444444
13.10683274269104,0.7623307291666667
13.170950651168823,0.7623307291666667
14.199504137039185,0.7731727430555555
14.243305921554565,0.7731727430555555
15.282698631286621,0.7776562499999999
15.357284307479858,0.7776562499999999
16.56386923789978,0.7651432291666667
16.60831928253174,0.7651432291666667
17.664346933364868,0.7766753472222222
17.735955238342285,0.7766753472222222
18.99840998649597,0.7627864583333333
19.05453872680664,0.7627864583333333
20.053974866867065,0.74765625
20.1010684967041,0.74765625
21.352178812026978,0.7483463541666666
21.442464590072632,0.7483463541666666
